,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
7702,SRR13995613_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7703,SRR13995613_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7706,SRR13995615_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7707,SRR13995615_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7709,SRR13995616_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7715,SRR13995617_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7717,SRR13995617_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_355/VC_378),,,,,,,,,,
7719,SRR13995618_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7724,SRR13995619_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7728,SRR13995620_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7733,SRR13995621_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7738,SRR13995622_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7743,SRR13995623_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_344),,,,,,,,,,
7767,SRR13995635_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7769,SRR13995636_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7772,SRR13995637_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7777,SRR13995638_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7780,SRR13995639_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7783,SRR13995641_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7786,SRR13995642_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7788,SRR13995643_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7789,SRR13995644_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7793,SRR13995645_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7794,SRR13995645_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7797,SRR13995646_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7799,SRR13995647_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7800,SRR13995648_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7801,SRR13995649_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7802,SRR13995650_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7803,SRR13995652_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7804,SRR13995653_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7805,SRR13995654_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7806,SRR13995655_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7808,SRR13995656_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7810,SRR13995657_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7811,SRR13995658_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7814,SRR13995659_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7816,SRR13995660_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7818,SRR13995661_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7820,SRR13995663_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7823,SRR13995664_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7825,SRR13995665_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_329/VC_338),,,,,,,,,,
7826,SRR13995665_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7828,SRR13995667_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7832,SRR13995668_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7834,SRR13995669_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7836,SRR13995670_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7839,SRR13995671_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7841,SRR13995672_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7844,SRR13995674_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7845,SRR13995675_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7846,SRR13995676_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7847,SRR13995677_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7848,SRR13995678_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7849,SRR13995679_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7850,SRR13995681_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7851,SRR13995682_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7852,SRR13995683_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7853,SRR13995684_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7854,SRR13995685_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7855,SRR13995686_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7856,SRR13995687_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7857,SRR13995688_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7858,SRR13995689_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7859,SRR13995690_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7861,SRR13995692_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
7862,SRR13995692_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
7863,SRR13995692_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
7865,SRR13995693_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7866,SRR13995694_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7867,SRR13995695_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7868,SRR13995696_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7869,SRR13995697_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7870,SRR13995698_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7871,SRR13995699_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7872,SRR13995700_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7873,SRR13995701_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7874,SRR13995702_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7876,SRR13995704_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7877,SRR13995705_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7878,SRR13995706_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7879,SRR13995707_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
7880,SRR13995708_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
7884,SRR13995708_13,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7885,SRR13995708_14,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7886,SRR13995708_15,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7887,SRR13995708_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7899,SRR13995709_13,Unassigned,Unassigned,Unassigned,,Overlap (VC_629/VC_637),,,,,,,,,,
7904,SRR13995709_18,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7913,SRR13995709_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
7920,SRR13995711_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7921,SRR13995711_2,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
7922,SRR13995711_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7923,SRR13995712_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
7924,SRR13995713_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
7931,SRR13995715_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
7932,SRR13995715_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7935,SRR13995716_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
7941,SRR13995717_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7944,SRR13995718_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7945,SRR13995719_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7949,SRR13995720_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7950,SRR13995721_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7955,SRR13995722_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7957,SRR13995723_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7959,SRR13995724_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7964,SRR13995726_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
7966,SRR13995727_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7969,SRR13995728_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7972,SRR13995729_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7976,SRR13995730_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7978,SRR13995731_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7980,SRR13995732_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7982,SRR13995733_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7985,SRR13995734_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7986,SRR13995735_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7990,SRR13995737_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
7991,SRR13995737_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
7993,SRR13995738_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7995,SRR13995739_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
7999,SRR13995740_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
8001,SRR13995741_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
8005,SRR13995742_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
8007,SRR13995743_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_303/VC_328),,,,,,,,,,
8018,SRR13995759_10,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
8023,SRR13995759_15,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
8033,SRR13995759_24,Unassigned,Unassigned,Unassigned,,Overlap (VC_59/VC_429),,,,,,,,,,
8036,SRR13995759_27,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
8055,SRR13995770_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
8056,SRR13995770_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
8066,SRR13995779_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
8067,SRR13995780_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
8068,SRR13995781_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
8069,SRR13995782_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
8070,SRR13995783_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
8071,SRR13995784_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
8074,SRR13995786_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
8075,SRR13995787_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_303),,,,,,,,,,
8076,SRR13995788_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8077,SRR13995788_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8080,SRR13995789_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8082,SRR13995789_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8085,SRR13995790_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8087,SRR13995790_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8090,SRR13995791_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8096,SRR13995793_14,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8097,SRR13995793_15,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8102,SRR13995793_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_185/VC_627),,,,,,,,,,
8111,SRR13995793_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8126,SRR13995794_17,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8136,SRR13995794_6,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8140,SRR13995795_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
8143,SRR13995795_4,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8144,SRR13995795_5,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8146,SRR13995796_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8148,SRR13995796_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8150,SRR13995798_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8151,SRR13995798_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8155,SRR13995800_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8158,SRR13995801_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8161,SRR13995801_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8163,SRR13995803_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8165,SRR13995803_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8168,SRR13995804_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8170,SRR13995805_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8172,SRR13995806_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8174,SRR13995806_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8176,SRR13995809_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8177,SRR13995816_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
8181,SRR13995816_13,Unassigned,Unassigned,Unassigned,,Overlap (VC_175/VC_176),,,,,,,,,,
8194,SRR13995816_7,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
8204,SRR13995817_16,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
8206,SRR13995817_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
8215,SRR13995818_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8216,SRR13995818_4,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8229,SRR13995820_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
8236,SRR13995820_7,Unassigned,Unassigned,Unassigned,,Overlap (VC_175/VC_176),,,,,,,,,,
8245,SRR13995821_15,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8248,SRR13995821_18,Unassigned,Unassigned,Unassigned,,Overlap (VC_64/VC_176),,,,,,,,,,
8250,SRR13995821_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
8253,SRR13995821_22,Unassigned,Unassigned,Unassigned,,Overlap (VC_629/VC_637),,,,,,,,,,
8265,SRR13995822_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
8270,SRR13995823_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_347),,,,,,,,,,
8271,SRR13995823_10,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8273,SRR13995823_12,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8274,SRR13995823_13,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8278,SRR13995823_17,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8288,SRR13995823_9,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8329,SRR13995844_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8333,SRR13995846_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8341,SRR13995850_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8349,SRR13995851_16,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8351,SRR13995851_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8356,SRR13995851_7,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8357,SRR13995851_8,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8358,SRR13995851_9,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8361,SRR13995852_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8364,SRR13995853_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8368,SRR13995854_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8370,SRR13995855_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8371,SRR13995855_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8373,SRR13995856_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8375,SRR13995856_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8379,SRR13995857_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8380,SRR13995857_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8384,SRR13995859_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_253/VC_261),,,,,,,,,,
8385,SRR13995859_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_276/VC_289),,,,,,,,,,
8387,SRR13995860_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_297/VC_330),,,,,,,,,,
8391,SRR13995861_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_297/VC_330),,,,,,,,,,
8397,SRR13995862_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_297/VC_330),,,,,,,,,,
8402,SRR13995863_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_297/VC_330),,,,,,,,,,
8403,SRR13995864_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_297/VC_330),,,,,,,,,,
8407,SRR13995865_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_297/VC_330),,,,,,,,,,
8429,SRR13995867_7,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8431,SRR13995867_9,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8438,SRR13995868_5,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8439,SRR13995868_6,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8446,SRR13995869_12,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8455,SRR13995871_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8458,SRR13995871_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8459,SRR13995871_5,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8460,SRR13995871_6,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8461,SRR13995871_7,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8462,SRR13995871_8,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8464,SRR13995872_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8468,SRR13995873_12,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8477,SRR13995873_8,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8479,SRR13995874_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8485,SRR13995875_6,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8489,SRR13995876_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8492,SRR13995877_11,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8503,SRR13995878_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8504,SRR13995879_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8505,SRR13995879_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8507,SRR13995880_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8508,SRR13995882_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8509,SRR13995883_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8511,SRR13995884_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8512,SRR13995885_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8513,SRR13995886_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8516,SRR13995887_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8517,SRR13995888_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8519,SRR13995889_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8523,SRR13995890_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8524,SRR13995891_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8525,SRR13995892_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8526,SRR13995892_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8527,SRR13995892_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8528,SRR13995892_4,Unassigned,Unassigned,Unassigned,,Overlap (VC_367/VC_374),,,,,,,,,,
8530,SRR13995894_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8531,SRR13995895_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_248/VC_254/VC_263),,,,,,,,,,
8556,SRR13995907_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8573,SRR13995915_2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8579,SRR13995917_3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
8587,SRR13995922_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_336/VC_361),,,,,,,,,,
8588,SRR13995922_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_281/VC_297),,,,,,,,,,
8610,SRR13995931_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
